,Kernel,Kernel_iterations,warps_per_thread_block,shifts_per_thread_right_matrix,right_matrices_per_thread,left_rows_per_iteration,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
0,21389,70127,4,1,2,1,multimat-right-multirow-both,4_2_1_1,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,20438,73379,4,1,2,2,multimat-right-multirow-both,4_2_1_2,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,19987,75053,4,1,2,4,multimat-right-multirow-both,4_2_1_4,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,38000,39471,4,2,2,1,multimat-right-multirow-both,4_2_2_1,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,23128,64847,4,2,2,2,multimat-right-multirow-both,4_2_2_2,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,25060,59845,4,2,2,4,multimat-right-multirow-both,4_2_2_4,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,31759,47233,4,4,2,1,multimat-right-multirow-both,4_2_4_1,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,39321,38144,4,4,2,2,multimat-right-multirow-both,4_2_4_2,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,35596,42138,4,4,2,4,multimat-right-multirow-both,4_2_4_4,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,22027,68096,4,1,4,1,multimat-right-multirow-both,4_4_1_1,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,35059,42785,4,1,4,2,multimat-right-multirow-both,4_4_1_2,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,23521,63779,4,1,4,4,multimat-right-multirow-both,4_4_1_4,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,35589,42136,4,2,4,1,multimat-right-multirow-both,4_4_2_1,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,37873,39604,4,2,4,2,multimat-right-multirow-both,4_4_2_2,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,27974,53613,4,2,4,4,multimat-right-multirow-both,4_4_2_4,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,55099,27223,4,4,4,1,multimat-right-multirow-both,4_4_4_1,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
0,45123,33245,4,4,4,2,multimat-right-multirow-both,4_4_4_2,16_16_1_32,8448,16,16,256,1,32,1x32,one_to_many
